 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
d , 1.00 , 0.04 , 0.18 , 6 , 4 , 0 , 0
